,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
249,naura-co-ordinate-set-3352,Naura Co-Ordinate Set,Co-Ordinate Set,"Indulge in elegance with our off-white handwoven chanderi mulmul shirt with delicate scallops on the hemline. Adding a modern twist, flouncy tie knot detailed collar exudes sophistication. Paired with straight-fit pants, this set epitomizes refined style with ease. Both shirt and pants have been adorned with a delicate gara embroidery floral pattern using lustrous silk threads.",Gara Embroidery,"Chanderi, Mulmul",White,Co-ordinate Set,"The dress is a light-colored, semi-sheer, long-sleeved top with a button-down front, featuring floral embroidery on the upper portion and sleeves, a large bow at the neck, and a scalloped hem, paired with matching straight-leg pants that also have embroidery near the hem.
"
250,arfa-co-ordinate-set-3351,Arfa Co-Ordinate Set,Co-Ordinate Set,"Step into a realm of elegance with our off-white handwoven chanderi mulmul co-ordinate set. The A-line top boasts full bell sleeves and a V-shaped band collar, adorned with gara embroidery using tonal silk threads embroidery giving it a delicate touch of sophistication. Paired with straight-fit pants, this ensemble is tailored for those who embrace refined style with a contemporary twist.",Gara Embroidery,"Chanderi, Mulmul",White,Co-ordinate Set,
251,risha-co-ordinate-set-3350,Risha Co-Ordinate Set,Co-Ordinate Set,"Step into the spotlight with our elegant beige handwoven chanderi mulmul co-ordinate set. The A-line top boasts of bell sleeves, stand collar, and a long fabric band attached on the left shoulder. It is exquisitely adorned with off-white and beige cotton thread embroidered 3D flowers, making it a masterpiece of grace. Paired with straight-fit pants, this ensemble exudes sophistication, promising to leave a lasting impression at any special occasion.","3D Embroidery, Thread Embroidery","Chanderi, Mulmul","Beige, White",Co-ordinate Set,"The dress is a light brown, semi-sheer tunic with three-quarter sleeves, a high, embellished neckline featuring a small keyhole opening, and asymmetrical hemline, adorned with floral embroidery and bead detailing along one side.
"
252,noya-co-ordinate-set-3349,Noya Co-Ordinate Set,Co-Ordinate Set,"Step into enchantment with our breathtaking beige handwoven chanderi mulmul co-ordinate set. The cape is adorned with intricate gara embroidery florals using off-white and beige silk threads. Paired with straight-fit pants, this ensemble whispers sophistication and style, promising to captivate hearts at every occasion with its timeless allure.",Gara Embroidery,"Chanderi, Mulmul","Beige, White",Co-ordinate Set,
253,abia-co-ordinate-set-3348,Abia Co-Ordinate Set,Co-Ordinate Set,"Embrace timeless elegance with our off-white pure linen co-ordinate set. The shirt with its loose fit and kimono sleeves, whispers sophistication. Adorned with delicate floral silk thread embroidery, it's a love letter to refined style. Paired with straight pants boasting embroidered geometric patterns, this ensemble is a symphony of modern romance, perfect for those who cherish the art of understated elegance.",Thread Embroidery,Linen,"White, Beige",Co-ordinate Set,"The dress features a white, button-down shirt with long, cuffed sleeves and floral embroidery on the upper left side, paired with wide-legged, light beige pants with a subtle geometric pattern.
"
254,jinan-angrakha-set-3326,Jinan Angrakha Set,Angrakha Set,"Step into elegance with our serene green handwoven chanderi mulmul asymmetrical long angrakha. Featuring a deep V-neck and three-quarter sleeves, it harmonizes perfectly with a pure lycra crepe churidhar. Adorned with gara embroidery in off-white silk threads and silver sequins, this ensemble is completed with an off-white and beige ombre pure flat chiffon dupatta, highlighted with green silk thread motifs, it adds a touch of sophistication with silver sequin accents.","Gara Embroidery, Sequin Embroidery","Chanderi, Mulmul, Chiffon, Crepe","Green, White, Beige, Silver",Angrakha Set,
255,ifra-co-ordinate-set-3318,Ifra Co-Ordinate Set,Co-Ordinate Set,"Embark on a journey of refined simplicity with our co-ordinate set. The beige pure linen top, with its loose fit, soft neckline, and graceful kimono sleeves, radiates effortless style. Adorned with intricately embroidered geometrical pattern and patri work, enhanced by matching silk thread, it exudes a timeless elegance. Paired with pants featuring matching geometric embroidery, this ensemble is tailored for those who cherish understated sophistication with a modern edge.","Thread Embroidery, Patri Work",Linen,Beige,Co-ordinate Set,"The dress is a light-colored, possibly off-white or cream, two-piece outfit consisting of a short, loose-fitting tunic-style top with short sleeves and matching pants with a subtle geometric pattern, the top features delicate eyelet detailing on the sleeves and a decorative panel with a geometric pattern on the upper chest, gathered at the bustline to create a slight empire waist effect, the pants have a straight leg cut and a similar subtle geometric pattern throughout.
"
256,eana-co-ordinate-set-3317,Eana Co-Ordinate Set,Co-Ordinate Set,"Indulge in our exquisite co-ordinate set, a testament to chic elegance woven into every detail. The off-white pure linen top, boasting a loose fit, Chinese collar, and graceful kimono sleeves, is adorned with delicate floral motifs and tropical embroidery in off-white silk thread. Paired with straight pants featuring matching floral motifs, this ensemble exudes sophisticated style infused with a hint of tropical charm, inviting you to embrace effortless sophistication with a touch of allure.","Thread Embroidery, Applique Work",Linen,White,Co-ordinate Set,"The dress is a two-piece white linen set featuring a tunic-style top with a mandarin collar, a button-down placket, short sleeves with ruffled cuffs, and floral embroidery, paired with matching straight-leg pants also adorned with floral embroidery.
"
257,eshal-co-ordinate-set-3316,Eshal Co-Ordinate Set,Co-Ordinate Set,"Step into our glamorous co-ordinate set, a tapestry of timeless romance spun from the finest off-white pure linen. The Chinese collar top is adorned with captivating rose motifs in tonal silk thread work alongwith loose tassles that can be tied up in a bow. It comes with a pair of matching flared pants embellished with delicate rose motifs embroidered througout its silhouette.",Thread Embroidery,Linen,White,Co-ordinate Set,
258,warda-co-ordinate-set-3315,Warda Co-Ordinate Set,Co-Ordinate Set,"Step into the exquisite details of our co-ordinate set, a canvas of timeless romance spun from the finest beige pure linen. The top boasts a deep V neck and loose tassles that can be tied up in a bow, adorned with captivating geometric patterns in tonal silk thread and a subtle yet striking border that commands attention. Each sleeve whispers tales of elegance with embroidered cuffs, while floral motifs dance delicately along the top's silhouette. Paired with matching pants, this ensemble is a symphony of sophistication and style, inviting you to embrace the artistry of love.",Thread Embroidery,Linen,"Beige, White",Co-ordinate Set,"The dress is a light-colored, possibly off-white or cream, two-piece set consisting of a long-sleeved top and matching pants, both pieces feature intricate, subtle embroidery or textured patterns, the top has a V-neckline with tassel details and the pants have a straight-leg cut with a geometric pattern.
"
259,naima-co-ordinate-set-3314,Naima Co-Ordinate Set,Co-Ordinate Set,"Savour the splendor of our exquisite co-ordinate set, where every stitch tells a tale of refined elegance. The beige pure linen top drapes in a loose embrace, its stand collar adorned with gentle gathers and kissed by the grace of kimono sleeves, evoking a chic, effortless allure. A delicate dance of floral embroidery graces the collar and sleeves, each petal whispering tales of timeless sophistication, while the pants echo this floral symphony, completing the ensemble with a flourish of style and grace.",Thread Embroidery,Linen,Beige,Co-ordinate Set,"The dress is a light beige two-piece set featuring a tunic-style top with a mandarin collar and a short placket adorned with delicate embroidery, the top has three-quarter sleeves with embroidered cuffs, paired with matching wide-leg pants that are also embellished with subtle floral embroidery throughout.
"
260,nahta-co-ordinate-set-3313,Nahta Co-Ordinate Set,Co-Ordinate Set,"Introducing our gorgeous co-ordinate set, born from the looms of off-white chanderi, a fabric woven with whispers of timeless romance. The top, a love letter to tradition, is graced with intricate patri work, each stitch a testament to the elegance of bygone eras. Adorning the sleeves with this delicate artistry, it weaves a tale of enduring charm. Paired with pants adorned in off-white cotton thread embroidery, this ensemble is a dance of old-world allure and modern enchantment.","Patri Work, Thread Embroidery",Chanderi,White,Co-ordinate Set,"The dress is a light-colored, possibly white or off-white, tunic-style top with long sleeves, featuring a round neckline with a tie closure and tassel details, the fabric appears to be lightweight and slightly sheer, with embellishments or embroidery around the neckline and cuffs, the hemline is slightly uneven and has a subtle, decorative edge.
"
